,Sentiment
197340,Positive
64753,Negative
204829,Negative
447458,Negative
176095,Positive
121241,Negative
456518,Negative
201657,Negative
118574,Positive
125185,Negative
309072,Negative
438097,Positive
210305,Positive
239041,Negative
225293,Negative
389397,Negative
205522,Negative
300953,Negative
269366,Negative
508665,Positive
477104,Negative
275374,Negative
385946,Negative
445434,Positive
394815,Negative
316095,Positive
82135,Positive
401785,Positive
238967,Positive
427144,Negative
368901,Negative
336183,Positive
225361,Negative
325690,Positive
208149,Negative
190917,Negative
73530,Negative
83988,Negative
312640,Positive
3655,Positive
192191,Positive
205464,Negative
76084,Positive
145065,Positive
10996,Negative
54529,Positive
479293,Negative
109240,Positive
365984,Positive
378662,Negative
125285,Positive
320156,Positive
165002,Positive
151890,Positive
490854,Negative
186187,Negative
51673,Negative
440143,Negative
453609,Positive
290028,Positive
471750,Positive
425787,Positive
174899,Positive
200842,Negative
106858,Negative
66139,Negative
23268,Negative
57200,Positive
416955,Negative
75419,Positive
495251,Positive
465491,Positive
158391,Positive
283824,Positive
427747,Negative
406252,Negative
498196,Negative
178417,Negative
378568,Positive
276512,Negative
124771,Negative
494281,Positive
43207,Negative
318800,Positive
105817,Positive
491508,Positive
11073,Positive
54105,Negative
113870,Negative
31876,Positive
123403,Negative
334744,Negative
487873,Positive
104919,Negative
210412,Positive
283383,Positive
157926,Negative
33682,Positive
387311,Positive
19337,Positive
192533,Positive
302884,Negative
476047,Negative
165090,Positive
162669,Negative
4177,Negative
441051,Positive
159118,Positive
445117,Negative
302089,Positive
176130,Negative
104713,Positive
480505,Negative
67223,Negative
463425,Positive
485322,Negative
219552,Positive
368160,Negative
313156,Negative
495116,Negative
399090,Positive
125413,Negative
136138,Negative
453882,Negative
400310,Negative
327656,Negative
382675,Negative
489356,Positive
351930,Positive
162582,Positive
126743,Positive
217359,Negative
245419,Negative
286378,Positive
250301,Positive
139717,Positive
319350,Negative
289457,Negative
174184,Negative
239352,Positive
115675,Negative
439507,Negative
22735,Negative
70995,Negative
317186,Negative
320244,Positive
193338,Positive
404056,Positive
371801,Negative
8782,Positive
479154,Negative
173292,Negative
336518,Negative
368437,Negative
338230,Positive
195400,Negative
237318,Positive
440732,Negative
185357,Positive
401804,Negative
121000,Positive
367639,Positive
507702,Positive
240044,Negative
402440,Positive
60001,Negative
473975,Negative
205716,Positive
51821,Negative
460895,Negative
426504,Positive
409763,Positive
497734,Positive
93428,Positive
83643,Positive
212531,Negative
402926,Negative
187166,Positive
105950,Negative
356566,Positive
279962,Positive
379572,Positive
88388,Positive
236914,Positive
327131,Negative
102418,Positive
330347,Negative
426902,Positive
505385,Positive
21603,Negative
3315,Negative
329660,Positive
72110,Negative
329377,Positive
441990,Positive
344134,Positive
124781,Negative
397381,Positive
439708,Positive
149694,Negative
99908,Positive
56339,Negative
179600,Negative
329129,Negative
4050,Negative
306606,Positive
113346,Positive
11083,Negative
373434,Negative
78472,Negative
221859,Negative
290541,Positive
274967,Negative
12244,Positive
162751,Positive
185669,Positive
220927,Positive
135350,Positive
398372,Negative
269579,Negative
307066,Negative
322528,Positive
102061,Positive
279518,Negative
92071,Negative
429982,Negative
385922,Positive
281150,Negative
469144,Positive
439851,Negative
9992,Negative
362266,Positive
79467,Positive
487683,Negative
230244,Negative
364466,Negative
407593,Positive
352104,Negative
73751,Positive
116624,Positive
485680,Positive
38917,Negative
442138,Negative
176209,Negative
214781,Negative
144246,Negative
513252,Positive
188875,Negative
207549,Negative
116389,Positive
323531,Negative
508600,Positive
39534,Negative
292990,Positive
138010,Positive
104828,Negative
412254,Positive
343238,Positive
389804,Positive
439848,Positive
141227,Negative
291618,Positive
356413,Positive
320100,Positive
387182,Negative
55039,Positive
328086,Positive
203764,Positive
385428,Positive
428004,Positive
490794,Positive
160150,Negative
474085,Negative
415336,Positive
446164,Negative
303845,Negative
455814,Positive
491821,Negative
274981,Positive
180288,Negative
51515,Negative
66637,Negative
286085,Negative
513051,Positive
264153,Negative
364136,Negative
94661,Positive
104549,Negative
491721,Negative
55793,Positive
45870,Negative
36445,Negative
327795,Negative
512146,Negative
375195,Positive
64185,Positive
113476,Negative
298424,Negative
481467,Positive
227338,Positive
76549,Positive
295509,Negative
245235,Positive
111250,Positive
116763,Negative
364842,Negative
228940,Positive
255842,Negative
357848,Negative
248156,Negative
118464,Negative
227191,Negative
115280,Negative
476202,Negative
142667,Positive
250985,Positive
175005,Positive
112088,Negative
131053,Negative
468943,Positive
135515,Negative
510660,Positive
235697,Positive
91254,Negative
35319,Positive
237391,Positive
142976,Positive
475956,Positive
467053,Negative
112744,Positive
425733,Negative
125845,Positive
376103,Negative
495468,Negative
260344,Negative
330227,Negative
187879,Positive
298329,Negative
275327,Positive
514419,Negative
271566,Negative
500377,Positive
472659,Positive
130096,Positive
14429,Positive
144252,Negative
507287,Negative
60217,Positive
225702,Positive
26807,Positive
254822,Positive
253110,Positive
487922,Positive
372102,Negative
477091,Negative
210295,Negative
229499,Negative
148938,Positive
155311,Negative
55916,Positive
76233,Positive
285960,Negative
342267,Positive
364281,Negative
226474,Positive
439470,Positive
271617,Positive
217636,Positive
218224,Positive
199113,Positive
31045,Negative
325152,Positive
180803,Positive
205869,Positive
296223,Positive
511009,Negative
381532,Negative
109338,Positive
504797,Positive
452727,Negative
162645,Positive
33259,Positive
74732,Positive
400975,Positive
337366,Negative
263950,Positive
350820,Negative
407139,Negative
73519,Negative
318822,Positive
288892,Positive
483021,Positive
173290,Positive
124078,Negative
498773,Positive
172318,Positive
126373,Negative
189630,Positive
415511,Negative
92577,Positive
194824,Positive
454072,Positive
219643,Positive
363801,Positive
366561,Positive
427377,Positive
364320,Negative
244340,Positive
213652,Negative
274786,Positive
506129,Positive
243734,Negative
255923,Positive
489514,Positive
9155,Negative
228545,Positive
225476,Negative
507857,Positive
141606,Positive
348321,Negative
333284,Negative
294490,Negative
513040,Positive
500095,Positive
171888,Positive
278451,Positive
214470,Negative
384705,Negative
275242,Negative
359355,Negative
229191,Positive
477040,Positive
423588,Negative
143031,Positive
195118,Positive
220411,Negative
199822,Negative
76591,Negative
365086,Negative
464326,Negative
437994,Positive
411307,Negative
49643,Positive
13921,Positive
485402,Negative
36589,Negative
513897,Positive
354894,Negative
513744,Negative
72746,Negative
324887,Positive
155577,Positive
153321,Positive
363769,Negative
233307,Positive
34909,Positive
131631,Negative
482909,Positive
460256,Negative
205513,Negative
424333,Positive
336361,Positive
264491,Positive
374476,Positive
289644,Positive
498321,Positive
135467,Negative
168022,Negative
68509,Negative
160266,Negative
143680,Negative
412799,Positive
124479,Positive
406997,Positive
296372,Positive
483298,Negative
427963,Negative
381386,Positive
499801,Positive
303717,Negative
346116,Positive
16914,Positive
96235,Positive
437921,Positive
304809,Negative
12002,Negative
101996,Positive
311130,Positive
354505,Negative
91881,Positive
442635,Negative
162880,Positive
123125,Negative
60103,Positive
91666,Negative
42284,Negative
309454,Positive
357725,Positive
9513,Negative
71119,Positive
476115,Negative
299758,Positive
109749,Positive
423436,Negative
182321,Positive
378700,Negative
447155,Negative
411259,Positive
287139,Positive
85840,Positive
47770,Negative
153700,Positive
69740,Positive
249543,Positive
290670,Positive
212806,Positive
167475,Positive
98552,Negative
290122,Positive
80589,Negative
444802,Positive
441154,Negative
47615,Negative
308754,Negative
333186,Negative
115080,Positive
377387,Positive
54239,Positive
242324,Positive
181808,Positive
215689,Negative
178451,Negative
189658,Negative
210064,Negative
233177,Negative
424076,Positive
332901,Positive
487716,Negative
494838,Negative
333828,Negative
462898,Positive
255486,Negative
512713,Negative
214472,Negative
511581,Positive
130795,Negative
250308,Negative
321670,Positive
500666,Positive
359744,Negative
208292,Positive
515104,Positive
497873,Negative
42983,Positive
413451,Positive
445604,Positive
104925,Negative
415361,Positive
15467,Positive
1543,Positive
220648,Positive
193873,Negative
86498,Negative
380053,Positive
372667,Positive
429695,Negative
440208,Positive
160227,Positive
209249,Positive
417941,Negative
161374,Negative
265460,Positive
390345,Positive
442223,Negative
70513,Negative
118712,Positive
220900,Negative
44693,Positive
125812,Positive
146429,Positive
308717,Positive
190699,Positive
159087,Negative
400369,Positive
244252,Negative
240510,Negative
94624,Positive
223630,Negative
370372,Positive
205865,Negative
185876,Positive
298392,Negative
231844,Positive
412737,Negative
13522,Negative
31613,Negative
491734,Positive
215579,Negative
92121,Negative
274581,Negative
205671,Positive
336126,Positive
506531,Negative
108608,Positive
3763,Negative
2697,Negative
429391,Negative
503390,Positive
464094,Positive
417882,Negative
267062,Negative
116047,Negative
109060,Positive
91727,Negative
441534,Positive
474416,Positive
68419,Negative
316622,Positive
363997,Positive
11625,Negative
87878,Positive
74010,Negative
68322,Positive
376563,Positive
103112,Positive
295595,Negative
479788,Negative
367582,Positive
65874,Negative
42095,Negative
452884,Negative
88121,Positive
162141,Positive
150053,Negative
415904,Positive
244235,Negative
229412,Negative
473903,Positive
507775,Negative
488582,Negative
63809,Positive
63497,Positive
330677,Positive
474943,Positive
489477,Negative
235722,Negative
409507,Positive
372937,Positive
126756,Positive
375281,Positive
54530,Negative
225987,Positive
396531,Positive
190700,Negative
205269,Negative
5691,Negative
481662,Positive
171749,Positive
476124,Negative
318136,Negative
194375,Negative
123539,Positive
263356,Positive
102293,Negative
68936,Negative
387604,Positive
297707,Positive
513025,Negative
173273,Negative
480283,Negative
355081,Positive
9541,Positive
490795,Negative
314458,Positive
152014,Positive
99326,Positive
380766,Positive
2261,Positive
489350,Negative
492180,Positive
470043,Positive
164235,Positive
319388,Negative
56767,Positive
84785,Negative
133822,Negative
268549,Positive
105021,Negative
108636,Negative
153901,Positive
163351,Positive
237989,Positive
185619,Positive
116861,Positive
135649,Negative
484665,Negative
166534,Positive
66557,Negative
39206,Negative
236163,Positive
112392,Negative
263106,Positive
23441,Positive
243674,Positive
286702,Positive
492274,Positive
305017,Positive
245375,Negative
196353,Positive
433547,Positive
392010,Positive
64265,Negative
363218,Positive
381877,Negative
31440,Positive
427998,Positive
220410,Negative
354724,Positive
117332,Negative
92052,Positive
485234,Positive
102028,Positive
155339,Positive
12940,Positive
272601,Positive
229693,Negative
196589,Positive
202374,Negative
92266,Positive
75393,Negative
358418,Positive
507727,Positive
221021,Negative
117330,Positive
334181,Positive
56447,Positive
226631,Positive
376282,Negative
183702,Positive
304987,Positive
230215,Negative
425287,Positive
150166,Negative
151760,Positive
35077,Negative
34077,Positive
119543,Positive
295892,Negative
135571,Negative
356162,Positive
417277,Positive
428657,Positive
344693,Negative
91171,Negative
321831,Positive
183962,Negative
7771,Positive
32358,Negative
55134,Positive
196212,Negative
307342,Positive
57542,Positive
486340,Positive
360142,Positive
266830,Positive
329953,Positive
11117,Positive
498708,Positive
173216,Positive
500858,Positive
242236,Negative
49326,Positive
269955,Positive
71343,Negative
245201,Positive
7881,Negative
275938,Positive
194031,Positive
511362,Positive
132563,Positive
40186,Positive
411405,Positive
234683,Negative
331899,Positive
179169,Negative
87860,Negative
27546,Positive
330343,Negative
135500,Negative
283170,Negative
255547,Negative
305950,Negative
426764,Negative
481411,Positive
278525,Positive
482326,Positive
47529,Negative
475793,Negative
503989,Negative
214353,Negative
515700,Negative
501102,Positive
27210,Negative
301198,Negative
204958,Negative
149934,Negative
351928,Negative
330334,Positive
510038,Positive
300355,Positive
344292,Negative
263374,Negative
239217,Positive
283628,Positive
82162,Positive
115235,Negative
267894,Negative
144226,Positive
341927,Positive
43195,Positive
287036,Negative
409198,Positive
349415,Negative
286716,Positive
342775,Negative
99825,Negative
131672,Negative
135682,Negative
20894,Positive
5835,Positive
123129,Positive
330294,Negative
160433,Positive
55847,Positive
151459,Positive
52212,Negative
363254,Negative
159448,Negative
234675,Positive
83160,Positive
471529,Positive
306285,Positive
452459,Positive
137285,Positive
489128,Negative
199274,Negative
210135,Negative
330571,Positive
432053,Negative
463624,Negative
9129,Negative
303659,Negative
171974,Positive
146085,Positive
311300,Positive
